artist,album,track_name,energy,valence,danceability,speechiness,acousticness,popularity,duration
Harrdy Sandhu,Dance Like,Dance Like,0.818,0.543,0.862,0.0957,0.38,60,171.6
Meresha,Coconut Island,Coconut Island,0.595,0.391,0.549,0.0399,0.00706,17,202.899
Luke Combs,The Prequel - EP,Moon Over Mexico,0.781,0.486,0.495,0.0452,0.459,3,206.773
Kianush,CYBERPUNK,CYBERPUNK,0.798,0.686,0.783,0.19,0.105,37,159.64
Krezip,How Would You Feel,How Would You Feel,0.589,0.458,0.711,0.032,0.0516,56,222.567
Famke Louise,Sexy Loca,Sexy Loca,0.745,0.606,0.912,0.0931,0.105,48,167.213
Dreamville,Revenge Of The Dreamers III,"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)",0.586,0.719,0.761,0.359,0.0392,71,169.147
Dardan,6AM.........,6AM.........,0.518,0.383,0.731,0.0567,0.559,69,185.802
Mascota,Nepravilen Rap,Izvestna,0.82,0.489,0.764,0.294,0.333,33,188.012
Otsochodzi,Wszystko co mam,Wszystko co mam,0.737,0.615,0.589,0.18,0.425,40,189.041
Haloo Helsinki!,TEXAS - EP,Ei suomalaiset tanssi,0.857,0.894,0.712,0.0369,4.52e-4,49,198.993
Pyhimys,MIKKO,Musta laatikko,0.624,0.658,0.821,0.377,0.309,38,203.32
Jass Manak,Shoot Da Order,Shoot Da Order,0.697,0.409,0.7,0.0685,0.00922,57,217.143
Nano,Chasing Rivers,Chasing Rivers,0.872,0.342,0.393,0.0642,0.00697,43,183.867
Kreisais Krasts,WaKKe Up,WaKKe Up,0.689,0.438,0.754,0.259,0.00813,18,265.063
Karsu,Jest Oldu,Jest Oldu,0.453,0.388,0.556,0.0338,0.789,62,192
Måneskin,Il ballo della vita,L'altra dimensione,0.839,0.539,0.715,0.0602,0.524,58,126.707
Diego & Victor Hugo,Pisadinha (Ao Vivo),Pisadinha - Ao Vivo,0.874,0.829,0.642,0.128,0.439,66,158.662
Ant Wan,Ya Rab,Ya Rab,0.587,0.356,0.357,0.048,0.725,46,163.111
馬念先,你朝我的方向走來,你朝我的方向走來,0.617,0.52,0.578,0.106,0.372,48,210.349
The Toys,SUN,พูดไม่ออก,0.542,0.908,0.85,0.0417,0.396,49,158
Gleb,Gauč Storytelling,Vypadni z mojho gauču,0.776,0.373,0.833,0.218,0.239,38,250
Nitin Mukesh,Bypass Road,So Gaya Yeh Jahan,0.598,0.653,0.662,0.0459,0.43,30,152.277
Los Angeles De Charly,Te Voy A Enamorar,Que Levante La Mano,0.618,0.75,0.69,0.0334,0.0746,59,230.267
Joyner Lucas,Isis,Isis,0.837,0.855,0.918,0.255,0.234,74,236
Mariotube Doody,Valentina,Valentina,0.614,0.162,0.719,0.215,0.727,27,129.6
Delivio Reavon,Hans Betaalt De Schade (feat. Chivv & Henkie T),Hans Betaalt De Schade (feat. Chivv & Henkie T),0.635,0.52,0.867,0.0771,0.00547,51,174.118
Sagopa Kajmer,Sarkastik,Toz Taneleri,0.725,0.458,0.628,0.11,0.0266,65,269.002
Blow,Lang Leven De Flex 2,Fuck Em,0.673,0.202,0.721,0.441,0.0183,36,210
Don Patricio,Y a mi qué?,Y a mi qué?,0.44,0.894,0.926,0.482,0.33,61,181.393
Those 2 Guys,Bomba,Bomba,0.941,0.483,0.65,0.0775,0.00867,28,188.16
Saske,Saskepticism Vol. 1,Profiteia,0.51,0.173,0.689,0.0608,0.393,34,224.5
Offset,FATHER OF 4,Quarter Milli (feat. Gucci Mane),0.55,0.189,0.909,0.0728,0.0688,55,194.875
Mwuana,Fast Display,Fast Display,0.638,0.232,0.72,0.084,0.0463,48,148.826
Eason Chan,L.O.V.E.,我們萬歲,0.494,0.556,0.562,0.0289,0.318,46,236.64
Rat City,Naked (With My Headphones On),Naked - With My Headphones On,0.872,0.73,0.562,0.104,0.0314,54,183.854
Charlie Puth,I Warned Myself,I Warned Myself,0.311,0.579,0.488,0.297,0.562,71,159.783
Denise Rosenthal,Agua Segura,Agua Segura,0.516,0.708,0.599,0.31,0.0222,59,220.227
Boza,Desenfreno,Desenfreno,0.635,0.784,0.679,0.167,0.498,36,236.379
Ant Wan,Kapitel 21,Je T'aime,0.731,0.365,0.691,0.042,0.225,48,138.225
CHO,SINCE '93,1 KANS,0.595,0.479,0.794,0.287,0.252,45,185.354
Lasso,Odio Que No Te Odio,Odio Que No Te Odio,0.502,0.526,0.677,0.0253,0.484,70,220.48
Shawn Mendes,Shawn Mendes,Where Were You In The Morning?,0.519,0.466,0.716,0.0554,0.554,67,200.6
Zayo,NAVZDY MLADY,YYASMIN,0.482,0.249,0.729,0.0888,0.461,47,188.826
Thitis,Billy Theta X Dj Scumvag,Billy Pies,0.5,0.274,0.733,0.0978,0.31,40,170.094
Preslava,Da gori v lyubov,Iztreznyavash li,0.867,0.5,0.617,0.0977,0.00728,36,181.731
Machine Gun Kelly,Hotel Diablo,Candy (feat. Trippie Redd),0.638,0.48,0.744,0.049,0.00829,78,156.719
C.R.O,After House,After House,0.525,0.57,0.803,0.0878,0.536,64,164.986
Séra Bjössi,Single í dalnum,Single í dalnum,0.678,0.468,0.718,0.142,0.257,40,159.625
Tiger Hu,覅忒好,你要的全拿走,0.573,0.157,0.618,0.0363,0.339,64,299.334
Sean Paul,Contra La Pared,Contra La Pared,0.588,0.598,0.828,0.118,0.0156,76,224.681
BLACHA,Apollo,Apollo,0.673,0.634,0.788,0.145,0.285,48,154.267
Vio,Yanyol 2,Onun Adı V,0.55,0.487,0.751,0.0593,0.3,52,211.867
Marília Mendonça,Marília Mendonça - Perfil (Ao Vivo),Ausência - Ao Vivo | Acústico,0.486,0.82,0.824,0.0458,0.65,64,149.995
Riccie Oriach,Mi Derriengue,Antojo,0.823,0.687,0.617,0.204,0.187,29,214.96
KIM JAE HWAN,"Crash Landing on You (Original Television Soundtrack), Pt. 5",Someday,0.561,0.354,0.41,0.0318,0.64,62,258.533
Rasmus Bjerg,En Rigtig Drengejul,En Rigtig Drengejul,0.674,0.582,0.676,0.0865,0.352,20,209.74
Mc Lele JP,Sou Vitorioso,Sou Vitorioso,0.553,0.457,0.869,0.212,0.685,69,236
Prāta Vētra,Izlase 2000 - 2010,На заре,0.716,0.184,0.682,0.0348,0.00504,32,275.12
Namewee,China Reggaeton (feat. 黃秋生),China Reggaeton (feat. 黃秋生),0.848,0.882,0.771,0.0483,0.192,49,201.503
Tanya Manalang,Alapaap / Overdrive,Alapaap / Overdrive,0.732,0.357,0.352,0.142,0.479,63,207.976
T2R,Loka 3,Loka 3,0.631,0.726,0.549,0.0771,0.445,48,227.84
Jul,Rien 100 Rien,Professor,0.703,0.855,0.906,0.209,0.383,60,181.333
Metth,METFLIX,Her Gece,0.497,0.375,0.761,0.286,0.0826,52,264.011
XINDL X,Laska,Stedry vecer nastal,0.683,0.868,0.755,0.0304,0.662,28,231.64
Diona,Къде си,Къде си,0.92,0.882,0.753,0.194,0.161,36,218.479
Dermot Kennedy,Without Fear,Redemption,0.849,0.497,0.527,0.0903,0.335,55,228.458
Gabrielle,"Snart, Gabby",Tenker på deg,0.707,0.294,0.692,0.093,0.147,49,277.04
Capitão Fausto,A Invenção do Dia Claro,Faço as Vontades,0.617,0.911,0.729,0.0303,0.434,38,219.844
Hamza,Santa Sauce 2,Belek,0.32,0.681,0.82,0.535,0.173,43,167.111
Papillon,Deepak Looper,Impec,0.232,0.692,0.799,0.0486,0.436,48,193.492
GJan,Pasiduodu Sau,Karaliai,0.515,0.464,0.791,0.0461,0.156,33,193.432
Sobel,Impreza,Impreza,0.363,0.558,0.92,0.0933,0.028,69,165.747
Myke Towers,Easy Money Baby,Fugaz,0.676,0.7,0.718,0.422,0.855,57,178
Melanie Martinez,K-12,Class Fight,0.707,0.772,0.767,0.0489,0.42,72,161.065
Nerieš,OK,Sloboda,0.744,0.504,0.532,0.0759,0.216,43,156.75
Hans Philip,Forevigt,Tilbage,0.0308,0.124,0.455,0.042,0.966,44,202
Preslava,Da gori v lyubov,Kradets na vreme,0.876,0.745,0.68,0.0401,0.00251,29,246.616
JUNG,Formula,Still Kids,0.617,0.664,0.731,0.058,0.206,32,194.417
Dj Dadda,Cafeína,Cafeína,0.787,0.39,0.798,0.106,0.41,50,187.742
Dire Straits,Dire Straits,Sultans Of Swing,0.794,0.931,0.733,0.0307,0.0614,79,348.624
BTS,MAP OF THE SOUL : 7,Respect,0.84,0.524,0.661,0.116,0.00485,71,237.54
Pyhimys,Olisinpa täällä,Kympin uutinen,0.854,0.903,0.669,0.0973,0.182,30,210.611
Ferðumst innanhúss,Ferðumst innanhúss,Ferðumst innanhúss,0.436,0.373,0.502,0.0256,0.742,30,233.337
Jaz,Berdua Bersama (Milly & Mamet Original Motion Picture Soundtrack),Berdua Bersama (Milly & Mamet Original Motion Picture Soundtrack),0.529,0.407,0.578,0.0281,0.673,56,218.523
Sin Boy,MM,Gg,0.699,0.588,0.691,0.0549,0.686,55,185.761
Ben&Ben,Doors,Doors,0.392,0.505,0.659,0.0249,0.159,66,291.341
Raimonds Pauls,Ziemassvētku Albums,Kā Sniegi Kalnu Galotnēs,0.315,0.234,0.523,0.0297,0.88,1,161.735
Xand Avião,Errejota (ao Vivo),Casal Raiz - Ao Vivo,0.748,0.765,0.804,0.0499,0.319,58,209.717
Lunay,Épico,Aventura,0.726,0.876,0.729,0.0422,0.223,79,217.13
Bon Jovi,Slippery When Wet,Livin' On A Prayer,0.887,0.795,0.532,0.0335,0.0778,83,249.293
Solange,When I Get Home,Down With the Clique,0.459,0.356,0.664,0.0229,0.214,51,222.413
J Balvin,Colores,Rojo,0.598,0.4,0.663,0.17,0.193,84,150.72
Dalex,Modo Avión,Perder,0.359,0.456,0.651,0.0501,0.855,61,194.561
Red Velvet,Summer Magic - Summer Mini Album,Power Up,0.934,0.898,0.732,0.144,0.0774,65,202.04
Coez,Faccio un casino,Le luci della città,0.544,0.142,0.582,0.0362,0.393,60,177.267
Gringo,DSCHINNI,DSCHINNI,0.565,0.415,0.741,0.304,0.142,45,186
Kymppilinja,Mombasa,Mombasa,0.771,0.664,0.611,0.163,0.0601,46,204.369
ARASHI,Guts!,Guts!,0.947,0.892,0.615,0.0523,0.0921,53,294.291
Natalia Lacunza,Otras Alas,gata negra,0.275,0.366,0.726,0.0814,0.149,46,203.75
Kór Bústaðarkirkju,Jólagestir Björgvins: Vinsælustu lögin 1987-2014,Helga nótt,0.311,0.064,0.227,0.0352,0.684,2,216.44
Bandaga,Otra Copa,Otra Copa,0.556,0.6,0.871,0.228,0.288,60,216
Kidda,Bella,Bella,0.577,0.519,0.792,0.141,0.0369,53,186.596
Lil Kleine,Jongen Van De Straat,Ogen,0.677,0.897,0.862,0.0986,0.0457,57,185.444
Supper Moment,19 Moment,等等… (2019),0.35,0.0978,0.453,0.0272,0.109,15,230.705
Dynoro,Hangover,Hangover,0.719,0.155,0.757,0.0646,0.0253,67,142.515
1.Cuz,NETFL1X,NETFL1X,0.567,0.322,0.781,0.156,0.478,47,153.786
Booba,PGP,PGP,0.533,0.255,0.803,0.0656,0.0567,60,167.707
WATEVA,Tell Me,Tell Me,0.717,0.774,0.84,0.0888,0.151,51,175.118
Shadow Blow,2da Parte,27 Mensajes,0.571,0.532,0.82,0.308,0.187,38,180.72
El Alfa,"Pomposo (Remix) [feat. Yomel el Meloso, Shadow Blow & Bulova]","Pomposo (Remix) [feat. Yomel el Meloso, Shadow Blow & Bulova]",0.931,0.767,0.871,0.0503,0.305,56,225.6
Tsaki,Nwris,Nwris,0.802,0.308,0.858,0.138,0.318,41,198
Diodato,Che vita meravigliosa,Che vita meravigliosa,0.669,0.381,0.503,0.0385,0.0238,52,212.253
Killa Fonic,III,$Mith & Wesson,0.616,0.395,0.778,0.0409,0.0348,38,157.935
Jovani,Wildest Dreams,Wildest Dreams,0.616,0.752,0.734,0.0359,0.149,40,197.4
Slza,Žár,Žár,0.42,0.22,0.658,0.0465,0.0294,42,182.784
Gettomasa,Diplomaatti,Enempää,0.658,0.517,0.862,0.164,0.143,45,182.974
IamNeeta,Ilusi,Ilusi,0.459,0.0663,0.615,0.025,0.19,49,220.117
Eladio Carrion,Kemba Walker,Kemba Walker,0.59,0.596,0.832,0.272,0.446,69,152.96
RAF Camora,Perfekt (feat. Sofiane),Perfekt (feat. Sofiane),0.765,0.773,0.604,0.434,0.639,63,213.945
Joshi Mizu,Ching Ching,Ching Ching,0.632,0.337,0.82,0.149,0.0843,36,185.249
Capital Bra,CB6,Rolex,0.59,0.716,0.813,0.345,0.346,64,235.955
HOSH,Midnight (The Hanging Tree),Midnight (The Hanging Tree),0.893,0.538,0.655,0.0428,0.00243,74,178.823
Gradur,Zone 59,Billets,0.72,0.3,0.615,0.341,0.706,39,195.853
Blas Cantó,Complicado (Edición Deluxe),Él no soy yo,0.727,0.405,0.67,0.0324,0.00953,56,279.24
Nik Tendo,RESTART,Hraješ Si Na Co,0.569,0.194,0.645,0.0834,0.446,56,144
Radikal Chef,FREERIDE 3,"Veľa ginu, ráno hlad",0.674,0.345,0.644,0.106,0.258,36,170
Banda MS de Sergio Lizárraga,Con Todas Las Fuerzas,Por Siempre Mi Amor,0.37,0.744,0.812,0.0376,0.174,67,200.173
Benjin,Booby Machine,Booby Machine,0.884,0.471,0.826,0.0589,0.00446,25,187.33
Prince Paris,Sleep Talk,Sleep Talk,0.83,0.524,0.697,0.0521,0.0911,21,178.776
Hef,Koud,Wie Niet Waagt,0.547,0.54,0.519,0.356,0.332,38,183.707
Jamaika,Dedikeret,Bandolero,0.636,0.741,0.771,0.217,0.115,46,120.959
Velet,Salına Salına,Salına Salına,0.673,0.621,0.474,0.117,0.698,64,162.132
KAROL G,Mi Cama (Remix),Mi Cama - Remix,0.784,0.832,0.815,0.0738,0.299,65,196.32
Adonis 66,Illusion,My Hometown,0.868,0.436,0.607,0.0677,0.187,0,294.624
White 2115,Młody Książę,Mogę Dziś Umierać,0.611,0.566,0.841,0.0973,0.136,61,171.253
MARINA,Handmade Heaven,Handmade Heaven,0.503,0.284,0.379,0.0374,0.367,44,209.891
Bad Bunny,YHLQMDLG,Ignorantes,0.536,0.505,0.85,0.0599,0.267,83,210.607
Madcon,Callin You,Callin You,0.694,0.876,0.805,0.0359,0.00253,37,190.053
Sippinpurpp,3880,Extravagante,0.296,0.55,0.594,0.366,0.331,39,175.909
Hoang Thuy Linh,Hoang,Keo Ca Keo Ket,0.605,0.201,0.706,0.0382,0.152,42,195.456
KSI,Dissimulation,"Down Like That (feat. Rick Ross, Lil Baby & S-X)",0.8,0.592,0.591,0.286,0.353,68,175.462
Oscar D'León,Esenciales Volúmen I,Lloraras,0.751,0.964,0.709,0.0454,0.526,42,221.92
RIN,Nimmerland,RSVP,0.671,0.548,0.787,0.0409,0.0642,59,169.293
Marracash,Persona,GRETA THUNBERG - Lo stomaco (feat. Cosmo),0.654,0.698,0.829,0.048,0.0319,28,166.175
Ben Cristovao,KONTAKT,Pro nas dva,0.555,0.372,0.575,0.459,0.174,46,172.8
Plasticboy,Swisher Sweets,Swisher Sweets,0.767,0.578,0.725,0.185,0.0389,19,200.488
Maor Edri,Allah Ma'ak,Allah Ma'ak,0.761,0.653,0.786,0.0538,0.0864,42,208.8
Rat City,I Just Wanna Dance,I Just Wanna Dance,0.874,0.726,0.66,0.0493,0.059,59,177.632
Mad Clip,Presidente,Presidente,0.692,0.287,0.726,0.369,0.14,54,209.577
.Feast,Kami Belum Tentu,Kami Belum Tentu,0.899,0.539,0.617,0.0345,0.00833,55,233.311
Samra,Weiss,Weiss,0.525,0.436,0.6,0.423,0.393,70,162.702
Ufo361,WAVE,Pass auf wen du liebst,0.575,0.323,0.584,0.21,0.141,57,209.449
Elton John,Elton John,Your Song,0.315,0.325,0.554,0.0298,0.828,77,241.787
George Ezra,Staying at Tamara's,Paradise,0.881,0.913,0.642,0.0393,0.209,73,222.045
שירי מרפסת,שירי מרפסת,יש אנשים,0.46,0.859,0.572,0.144,0.168,31,62.227
Ysy A,Vuelta a la Luna (Remix),Vuelta a la Luna - Remix,0.81,0.315,0.437,0.0518,0.186,55,301.647
Laylow,TRINITY,PIRANHA BABY,0.659,0.684,0.834,0.475,0.122,50,194.667
Younotus,Narcotic (Club Mixes),Narcotic - Justin Prince Club Mix,0.912,0.729,0.746,0.0525,0.118,58,215.907
M. Pokora,PYRAMIDE,Tombé,0.558,0.546,0.648,0.0569,0.555,62,233.8
Rihanna,Good Girl Gone Bad,Take A Bow,0.47,0.536,0.708,0.0659,0.248,61,229.413
Olexesh,Nomer Odin,Nomer Odin,0.808,0.601,0.595,0.351,0.0767,51,235.147
Mano Walter,Ao Vivo Em São Paulo,Fingindo Maturidade - Ao Vivo,0.919,0.757,0.576,0.0944,0.286,0,189.003
SL,FWA Boss,FWA Boss,0.28,0.628,0.953,0.482,0.773,60,208
Shiga Lin,過路人,過路人,0.531,0.594,0.542,0.0324,0.648,47,225.377
Henrique & Juliano,Não Gosto Eu Amo (Ao Vivo),Não Gosto Eu Amo - Ao Vivo,0.764,0.81,0.738,0.0423,0.383,62,179.608
Johnny Mathis,The Essential Johnny Mathis 3.0,When a Child Is Born,0.336,0.322,0.326,0.0338,0.9,27,222.933
Seksendört,Anlayamazsın,Anlayamazsın,0.707,0.614,0.488,0.033,0.0632,52,242.389
DJ Alex,Tik Tok Remix,Tik Tok Remix,0.802,0.576,0.848,0.134,0.0769,37,147.749
V,ITAEWON CLASS (Original Television Soundtrack) Pt. 12,Sweet Night,0.339,0.149,0.462,0.025,0.495,78,214.259
Tulia,Fire Of Love (Pali Się),Fire Of Love (Pali Się),0.783,0.777,0.589,0.0313,0.021,37,165.847
Sokół,Wojtek Sokół,Lepiej jak jest lepiej,0.636,0.306,0.653,0.233,0.0652,45,257.013
King Badger,Walang Gana,Walang Gana,0.485,0.861,0.875,0.0743,0.419,58,200.393
Jhay Cortez,Famouz,Imaginaste,0.661,0.578,0.77,0.24,0.113,67,198.613
Laylow,TRINITY,LOGICIEL TRISTE,0.649,0.218,0.732,0.117,0.425,54,223.067
Marracash,Persona,QUALCOSA IN CUI CREDERE - Lo scheletro (feat. Guè Pequeno),0.874,0.319,0.646,0.22,0.232,33,212.316
Hikaru Utada,First Love,First Love,0.434,0.195,0.438,0.0371,0.122,61,257.293
Kontra K,Sie wollten Wasser doch kriegen Benzin,Schicksal,0.607,0.467,0.726,0.363,0.15,49,194.902
Cheek,Alpha Omega,Valot sammuu,0.772,0.459,0.663,0.212,0.639,42,303.657
Kanye West,JESUS IS KING,Selah,0.618,0.146,0.482,0.197,0.647,66,164.62
Niall Horan,Flicker (Deluxe),Too Much To Ask,0.533,0.201,0.443,0.0396,0.371,73,223.044
Callejeros,Presión,Una Nueva Noche Fría,0.914,0.58,0.52,0.0498,0.00337,62,277.56
kef LAVÍK,Heim eftir 3 mánuði í burtu,1001 nótt,0.479,0.75,0.85,0.493,0.107,32,191.898
Dua Lipa,Future Nostalgia,Levitating,0.883,0.907,0.695,0.0778,0.0533,80,203.808
ONE OK ROCK,Eye of the Storm,Wasted Nights,0.833,0.374,0.556,0.0402,0.0156,57,224.747
Dino James,Wishlist (feat. Kaprila),Wishlist (feat. Kaprila),0.687,0.225,0.771,0.156,0.603,57,213.164
Display,Eisai Mia (Porni),Eisai Mia (Porni),0.514,0.625,0.872,0.0372,0.34,44,208.191
Gedz,Gehenna,Gehenna,0.501,0.606,0.852,0.415,0.107,61,163.765
NOËP,Rooftop,Rooftop,0.648,0.597,0.793,0.268,0.485,44,175.918
Nicky Jam,X,X,0.773,0.711,0.595,0.0549,0.0364,17,173.628
Janice Vidal,低半度,低半度,0.432,0.378,0.416,0.05,0.83,48,252.653
Justin Bieber,Changes,Take It Out On Me,0.616,0.279,0.772,0.102,0.00337,67,178.013
Follow The Flow,Nem tudja senki,Fedezékbe,0.792,0.743,0.823,0.172,0.26,42,200.829
Parazitii,Arma Secreta,Marfa Curata,0.856,0.724,0.933,0.267,0.112,36,174.672
Aitch,Daily Duppy (feat. GRM Daily),Daily Duppy (feat. GRM Daily),0.531,0.768,0.691,0.469,0.529,58,165.6
Karl-Erik Taukar,Kaks,Salaja,0.719,0.951,0.708,0.0324,0.0648,33,176.88
COSMO.,O.S.K.A.R.,O.S.K.A.R.,0.482,0.392,0.715,0.0996,0.38,36,195.429
The Clash,Combat Rock (Remastered),Should I Stay or Should I Go - Remastered,0.833,0.816,0.742,0.115,0.079,78,188.987
The 1975,People,People,0.926,0.479,0.492,0.188,3.74e-5,58,160.008
Palmy,คิดถึง,คิดถึง,0.639,0.258,0.467,0.0355,0.679,50,220.88
Badshah,Namaste England (Original Motion Picture Soundtrack),Proper Patola,0.824,0.49,0.77,0.0851,0.485,65,178.605
Ressu Redford,Viimeinen Päivä,Viimeinen Päivä,0.821,0.52,0.551,0.163,0.0591,49,228.805
サザンオールスターズ,愛はスローにちょっとずつ,愛はスローにちょっとずつ,0.506,0.411,0.51,0.026,0.758,49,275.533
Kortez,Mini dom,Hej wy,0.418,0.156,0.367,0.0498,0.804,54,245.535
Einár,Första Klass,Rör Mig,0.55,0.432,0.765,0.136,0.494,51,176.634
Badshah,ONE (Original Never Ends),She Move It Like,0.477,0.844,0.832,0.0481,0.00725,61,181.765
Jul,C'est pas des LOL,Nia,0.979,0.968,0.729,0.0382,0.043,46,171.453
Midnight Fusic,Caramel Cream,Caramel Cream,0.787,0.399,0.568,0.0381,0.176,44,199.019
Pyhimys,MIKKO,Matkalla Plutoon,0.58,0.473,0.536,0.44,0.44,32,204.24
Nipsey Hussle,Victory Lap,Last Time That I Checc'd (feat. YG),0.746,0.279,0.711,0.253,0.0289,67,225.573
Prusax,A+,OG,0.739,0.342,0.912,0.227,0.198,26,179.57
THE SCOTTS,THE SCOTTS,THE SCOTTS,0.537,0.28,0.716,0.0514,0.233,96,165.978
1.Cuz,1 ÅR,RÄKNA MINA DAGAR,0.662,0.961,0.885,0.0511,0.156,57,206.197
TOOL,Fear Inoculum,Fear Inoculum,0.584,0.159,0.313,0.0415,8.24e-4,65,620.101
Vesterinen yhtyeineen,Faaraoiden aika,Pitää sanoo ei,0.902,0.597,0.624,0.036,0.00412,38,221.227
Ketama126,KETY,DIRTY - prod. Nino Brown,0.558,0.141,0.647,0.0482,0.0679,40,186.893
Ketsumeishi,KETSUNOPOLIS 10,友よ 〜 この先もずっと・・・,0.914,0.674,0.635,0.0464,0.042,58,315.413
YoungBoy Never Broke Again,"Still Flexin, Still Steppin Teaser",Knocked Off,0.653,0.569,0.752,0.293,0.0647,34,127.983
Post Malone,Stoney (Deluxe),Congratulations,0.804,0.492,0.63,0.0363,0.215,83,220.293
Benji & Fede,Siamo solo noise (Limited Edition),Universale,0.702,0.582,0.647,0.0374,0.0337,53,174.533
Camilo,Por Primera Vez,El Mismo Aire,0.456,0.675,0.494,0.362,0.558,78,186.256
City Girls,Girl Code,Act Up,0.638,0.313,0.938,0.189,0.0167,75,158.332
VillaBanks,Non Lo So,Candy,0.594,0.632,0.95,0.283,0.338,65,142.718
Karlo,999,Ela Ela,0.635,0.757,0.701,0.0338,0.204,29,180
Ronghao Li,兩個普普通通小青年 (feat. 劉柏辛),兩個普普通通小青年 (feat. 劉柏辛),0.708,0.352,0.505,0.0494,0.104,44,192.687
Eladio Carrion,Sauce Boyz,Hennessy,0.682,0.259,0.829,0.145,0.291,59,184.406
RAN,Saling Merindu,Saling Merindu,0.679,0.85,0.824,0.033,0.13,55,232.581
Doc Ketamer,Ketamer,Ketamer02B,0.788,0.413,0.565,0.219,1.45e-4,0,177.426
Luciano,L.O.C.O.,MoneyGram,0.792,0.597,0.779,0.231,0.0548,51,158.053
Payung Teduh,Ruang Tunggu,Akad,0.708,0.774,0.502,0.0771,0.316,58,258.281
Eason Chan,認了吧,淘汰(國),0.551,0.206,0.512,0.0295,0.192,54,285
GLK,Un jour ou l'autre,Mauvais,0.68,0.49,0.867,0.191,0.232,57,200.597
Odd Nordstoga,Jul i svingen,Jolevise,0.293,0.247,0.16,0.0324,0.662,22,189.88
Sagopa Kajmer,Sarkastik,Vazgeçtim İnan,0.638,0.507,0.668,0.047,0.125,60,281.331
Owen,Kan ej med mig,Kan ej med mig,0.721,0.276,0.581,0.309,0.0791,45,201.98
Lars Winnerbäck,Eldtuppen,Precis det där,0.658,0.286,0.416,0.0318,0.00282,44,211.28
ICEKIID,Kamehameha,Kamehameha,0.446,0.641,0.9,0.0757,0.0118,43,159.09
Aste,Sudet,Sudet,0.73,0.754,0.615,0.109,0.182,34,178.869
Ambjaay,Uno,Uno,0.477,0.196,0.978,0.155,1.43e-4,70,109.091
KANG DANIEL,color on me,I HOPE,0.773,0.405,0.683,0.038,0.0137,43,187.04
CNCO,Primera Cita,Reggaetón Lento (Bailemos),0.838,0.71,0.761,0.0502,0.4,74,222.56
Troye Sivan,Strawberries & Cigarettes,Strawberries & Cigarettes,0.537,0.25,0.578,0.0832,0.162,77,201.539
Zefanio,Lifestyle (feat. Josylvio),Lifestyle (feat. Josylvio),0.801,0.865,0.632,0.0357,0.159,47,202.634
Lefa,FAME,Spécial (feat. Dosseh),0.859,0.494,0.782,0.396,0.222,54,178
Slogan,Big Chunes,The Call,0.736,0.135,0.768,0.134,0.151,39,169.579
Friðrik Dór,Allt sem þú átt,Hlið við hlið,0.693,0.673,0.678,0.0538,0.281,36,217.571
Tabitha,HIT-SIG,Impressed,0.484,0.591,0.61,0.0773,0.509,38,196.918
Cliff Richard,Together With Cliff Richard,Mistletoe and Wine,0.432,0.364,0.498,0.0345,0.69,35,245.333
LEO,Mä rakastan sua,Mä rakastan sua,0.486,0.476,0.653,0.024,0.154,44,173.198
Little Glee Monster,Gyutto / Close to You,Gyutto,0.742,0.455,0.632,0.0308,0.252,38,286.067
Fire EX.,進擊下半場,長途夜車,0.567,0.276,0.361,0.0385,0.0894,49,186.027
NCT 127,NCT #127 Neo Zone: The Final Round - The 2nd Album Repackage,Make Your Day,0.411,0.439,0.602,0.0315,0.839,54,215.027
Dadju,Poison Ou Antidote,Bobo au cœur,0.62,0.54,0.807,0.0896,0.089,6,221.68
Glass Animals,Tokyo Drifting,Tokyo Drifting (with Denzel Curry),0.496,0.412,0.708,0.0496,0.0816,71,217.693
Bedoes,Kwiat polskiej młodzieży,Kwiat polskiej młodzieży,0.636,0.478,0.605,0.422,0.293,52,272.827
LaLa Hsu,心裡學,言不由衷,0.34,0.201,0.355,0.0407,0.913,49,261.24
Lauri Tähkä,Meidän tulevat päivät,Mustaherukan tuoksuinen tyttö,0.588,0.151,0.493,0.029,0.0718,47,308.682
Gavin D,ROR T MT,ROR T MT,0.451,0.374,0.658,0.0414,0.513,41,195.2
Parazitii,Arma Secreta,Sa Nu Ma Iubesti,0.868,0.76,0.823,0.205,0.144,31,166.217
Coldplay,Parachutes,Yellow,0.661,0.285,0.429,0.0281,0.00239,81,266.773
M Huncho,Utopia,Rock Bottom,0.612,0.352,0.629,0.0738,0.195,0,233.514
Mr.Rain,La somma (feat. Martina Attili),La somma (feat. Martina Attili),0.55,0.29,0.547,0.0389,0.0468,59,197.625
Landy,Assa Baing,Déter,0.554,0.213,0.671,0.169,0.258,39,195.227
Young Multi,Trapstar,Skrzydła,0.572,0.097,0.787,0.0793,0.2,40,233.813
Lorenzo,Sex In The City,MBK Rocket,0.577,0.876,0.848,0.432,0.459,53,132.387
Ida Paul & Kalle Lindroth,Vuonna nolla,Päiväuni,0.727,0.662,0.725,0.0326,0.397,45,225.404
Suvi Teräsniska,Joulun henki,Tähti tähdistä kirkkain,0.384,0.271,0.513,0.0271,0.411,11,249.76
Sia,Everyday Is Christmas,Santa's Coming for Us,0.854,0.707,0.669,0.0999,0.0205,47,206.533
