id,track_name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,popularity,album
7k4t7uLgtOxPwTpFmtJNTY,Tusa,KAROL G,0.803,0.715,2,-3.28,1,0.298,0.295,1.34e-4,0.0574,0.574,101.085,audio_features,spotify:track:7k4t7uLgtOxPwTpFmtJNTY,https://api.spotify.com/v1/tracks/7k4t7uLgtOxPwTpFmtJNTY,https://api.spotify.com/v1/audio-analysis/7k4t7uLgtOxPwTpFmtJNTY,200960,4,92,Tusa
5stPVcRqb4qixbafP9e8lt,Hola - Remix,Dalex,0.654,0.672,0,-5.98,0,0.311,0.471,0,0.0781,0.343,181.857,audio_features,spotify:track:5stPVcRqb4qixbafP9e8lt,https://api.spotify.com/v1/tracks/5stPVcRqb4qixbafP9e8lt,https://api.spotify.com/v1/audio-analysis/5stPVcRqb4qixbafP9e8lt,249520,4,86,Hola (Remix)
6cy3ki60hLwimwIje7tALf,RITMO (Bad Boys For Life),Black Eyed Peas,0.721,0.716,10,-7.037,0,0.0657,0.0334,8.4e-4,0.237,0.667,104.994,audio_features,spotify:track:6cy3ki60hLwimwIje7tALf,https://api.spotify.com/v1/tracks/6cy3ki60hLwimwIje7tALf,https://api.spotify.com/v1/audio-analysis/6cy3ki60hLwimwIje7tALf,221714,4,88,RITMO (Bad Boys For Life)
6mAN61JH0dzyZpWslS11jy,Fantasias,Rauw Alejandro,0.879,0.703,1,-4.219,1,0.0701,0.143,0,0.0569,0.788,94.004,audio_features,spotify:track:6mAN61JH0dzyZpWslS11jy,https://api.spotify.com/v1/tracks/6mAN61JH0dzyZpWslS11jy,https://api.spotify.com/v1/audio-analysis/6mAN61JH0dzyZpWslS11jy,199711,4,85,Fantasias
6RyaV7owmVU6fzEPE17sF1,Que Tire Pa Lante,Daddy Yankee,0.658,0.901,7,-2.814,1,0.0357,0.0478,0,0.12,0.708,93.979,audio_features,spotify:track:6RyaV7owmVU6fzEPE17sF1,https://api.spotify.com/v1/tracks/6RyaV7owmVU6fzEPE17sF1,https://api.spotify.com/v1/audio-analysis/6RyaV7owmVU6fzEPE17sF1,210520,4,80,Que Tire Pa Lante
1rgnBhdG2JDFTbYkYRZAku,Dance Monkey,Tones And I,0.825,0.593,6,-6.401,0,0.0988,0.688,1.61e-4,0.17,0.54,98.078,audio_features,spotify:track:1rgnBhdG2JDFTbYkYRZAku,https://api.spotify.com/v1/tracks/1rgnBhdG2JDFTbYkYRZAku,https://api.spotify.com/v1/audio-analysis/1rgnBhdG2JDFTbYkYRZAku,209755,4,72,Dance Monkey
2ksOAxtIxY8yElEWw8RhgK,China,Anuel AA,0.786,0.808,7,-3.702,1,0.0882,0.0846,2.89e-4,0.0822,0.609,105.027,audio_features,spotify:track:2ksOAxtIxY8yElEWw8RhgK,https://api.spotify.com/v1/tracks/2ksOAxtIxY8yElEWw8RhgK,https://api.spotify.com/v1/audio-analysis/2ksOAxtIxY8yElEWw8RhgK,301714,4,85,China
1Xnn1TPyr5h0hpRAT4B4EA,Bellaquita - Remix,Dalex,0.795,0.715,1,-3.582,1,0.0838,0.141,2.12e-6,0.179,0.758,165.941,audio_features,spotify:track:1Xnn1TPyr5h0hpRAT4B4EA,https://api.spotify.com/v1/tracks/1Xnn1TPyr5h0hpRAT4B4EA,https://api.spotify.com/v1/audio-analysis/1Xnn1TPyr5h0hpRAT4B4EA,304733,4,78,Bellaquita (Remix)
4BCPItsB94KDLuERZT3aNM,Fresa,TINI,0.781,0.866,5,-3.493,0,0.0867,0.216,0,0.101,0.864,95.993,audio_features,spotify:track:4BCPItsB94KDLuERZT3aNM,https://api.spotify.com/v1/tracks/4BCPItsB94KDLuERZT3aNM,https://api.spotify.com/v1/audio-analysis/4BCPItsB94KDLuERZT3aNM,165646,4,73,Fresa
5DxXgozhkPLgrbKFY91w0c,Vete,Bad Bunny,0.886,0.672,1,-4.394,1,0.188,0.0363,8.78e-6,0.101,0.526,91.976,audio_features,spotify:track:5DxXgozhkPLgrbKFY91w0c,https://api.spotify.com/v1/tracks/5DxXgozhkPLgrbKFY91w0c,https://api.spotify.com/v1/audio-analysis/5DxXgozhkPLgrbKFY91w0c,192024,4,82,Vete
2b6i9zx3ULzKrNWmyP0ePD,C90 (Remix),John C,0.867,0.761,1,-5.1,1,0.0937,0.336,2.12e-6,0.0654,0.609,122.952,audio_features,spotify:track:2b6i9zx3ULzKrNWmyP0ePD,https://api.spotify.com/v1/tracks/2b6i9zx3ULzKrNWmyP0ePD,https://api.spotify.com/v1/audio-analysis/2b6i9zx3ULzKrNWmyP0ePD,316000,4,69,C90 (Remix)
0RDgqtvOHLwcI6yz9bjsZV,Perreo en La Luna,Rich Music LTD,0.711,0.757,1,-4.188,0,0.29,0.268,0,0.367,0.724,174.013,audio_features,spotify:track:0RDgqtvOHLwcI6yz9bjsZV,https://api.spotify.com/v1/tracks/0RDgqtvOHLwcI6yz9bjsZV,https://api.spotify.com/v1/audio-analysis/0RDgqtvOHLwcI6yz9bjsZV,218587,4,77,The Academy
3jbT1Y5MoPwEIpZndDDwVq,Adicto (with Anuel AA & Ozuna),Tainy,0.734,0.836,10,-4.803,0,0.0735,0.017,1.64e-5,0.179,0.623,80.002,audio_features,spotify:track:3jbT1Y5MoPwEIpZndDDwVq,https://api.spotify.com/v1/tracks/3jbT1Y5MoPwEIpZndDDwVq,https://api.spotify.com/v1/audio-analysis/3jbT1Y5MoPwEIpZndDDwVq,270741,4,83,Adicto (with Anuel AA & Ozuna)
4dqoJHdxf9Ez4DDqGh2PBc,Ya No Mas,Fer Palacio,0.795,0.676,6,-6.429,1,0.0589,0.138,0.00373,0.0734,0.882,100.045,audio_features,spotify:track:4dqoJHdxf9Ez4DDqGh2PBc,https://api.spotify.com/v1/tracks/4dqoJHdxf9Ez4DDqGh2PBc,https://api.spotify.com/v1/audio-analysis/4dqoJHdxf9Ez4DDqGh2PBc,158447,4,47,Ya No Mas
1nocRtwyNPVtGcIJqfgdzZ,Tutu,Camilo,0.731,0.832,9,-2.592,1,0.0503,0.273,0,0.0665,0.94,146.013,audio_features,spotify:track:1nocRtwyNPVtGcIJqfgdzZ,https://api.spotify.com/v1/tracks/1nocRtwyNPVtGcIJqfgdzZ,https://api.spotify.com/v1/audio-analysis/1nocRtwyNPVtGcIJqfgdzZ,178613,4,80,Tutu
2pWOMNQJW3g2zmGjP0Vkb0,Whine Up,Nicky Jam,0.817,0.665,9,-6.224,0,0.0758,0.0549,0,0.103,0.662,104.957,audio_features,spotify:track:2pWOMNQJW3g2zmGjP0Vkb0,https://api.spotify.com/v1/tracks/2pWOMNQJW3g2zmGjP0Vkb0,https://api.spotify.com/v1/audio-analysis/2pWOMNQJW3g2zmGjP0Vkb0,215460,4,80,Intimo
5Id5B3dxJZhPcV9GzgYZZe,Quizas,Rich Music LTD,0.727,0.815,3,-2.454,1,0.153,0.0258,0,0.231,0.677,176.075,audio_features,spotify:track:5Id5B3dxJZhPcV9GzgYZZe,https://api.spotify.com/v1/tracks/5Id5B3dxJZhPcV9GzgYZZe,https://api.spotify.com/v1/audio-analysis/5Id5B3dxJZhPcV9GzgYZZe,216067,4,81,The Academy
7sQKy5vlPQllr0k9IjYJv3,Sigues Con El,Dímelo Flow,0.883,0.668,9,-2.957,1,0.113,0.11,5.29e-4,0.0734,0.676,87.972,audio_features,spotify:track:7sQKy5vlPQllr0k9IjYJv3,https://api.spotify.com/v1/tracks/7sQKy5vlPQllr0k9IjYJv3,https://api.spotify.com/v1/audio-analysis/7sQKy5vlPQllr0k9IjYJv3,226533,4,86,Sigues Con El
57kdZIOAaolxAjB67d2yU3,Goteo,Duki,0.473,0.779,1,-3.725,1,0.0414,0.186,0,0.189,0.438,108.287,audio_features,spotify:track:57kdZIOAaolxAjB67d2yU3,https://api.spotify.com/v1/tracks/57kdZIOAaolxAjB67d2yU3,https://api.spotify.com/v1/audio-analysis/57kdZIOAaolxAjB67d2yU3,164458,3,67,Súper Sangre Joven
6Y4PDQv4XjYjHLeLmvyOt0,Si Te Vas,Sech,0.73,0.644,0,-4.124,1,0.132,0.0933,4.56e-6,0.143,0.554,174.101,audio_features,spotify:track:6Y4PDQv4XjYjHLeLmvyOt0,https://api.spotify.com/v1/tracks/6Y4PDQv4XjYjHLeLmvyOt0,https://api.spotify.com/v1/audio-analysis/6Y4PDQv4XjYjHLeLmvyOt0,204907,4,79,Si Te Vas
1ndyl3wJCFs872XZ3ztPk6,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",Justin Quiles,0.743,0.709,3,-3.922,0,0.0879,0.0451,5.18e-6,0.0809,0.831,170.001,audio_features,spotify:track:1ndyl3wJCFs872XZ3ztPk6,https://api.spotify.com/v1/tracks/1ndyl3wJCFs872XZ3ztPk6,https://api.spotify.com/v1/audio-analysis/1ndyl3wJCFs872XZ3ztPk6,258600,4,81,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) [Remix]"
37zdqI4r1gswIzczSBkRon,Aventura,Lunay,0.729,0.726,5,-3.208,1,0.0422,0.223,0,0.101,0.876,92.025,audio_features,spotify:track:37zdqI4r1gswIzczSBkRon,https://api.spotify.com/v1/tracks/37zdqI4r1gswIzczSBkRon,https://api.spotify.com/v1/audio-analysis/37zdqI4r1gswIzczSBkRon,217130,4,79,Épico
0fea68AdmYNygeTGI4RC18,LA CANCIÓN,J Balvin,0.754,0.646,7,-5.795,1,0.317,0.152,1.85e-5,0.108,0.429,176.089,audio_features,spotify:track:0fea68AdmYNygeTGI4RC18,https://api.spotify.com/v1/tracks/0fea68AdmYNygeTGI4RC18,https://api.spotify.com/v1/audio-analysis/0fea68AdmYNygeTGI4RC18,242573,4,85,OASIS
4R8BJggjosTswLxtkw8V7P,No Me Conoce - Remix,Jhay Cortez,0.806,0.786,10,-3.831,0,0.0741,0.145,0,0.0935,0.58,91.973,audio_features,spotify:track:4R8BJggjosTswLxtkw8V7P,https://api.spotify.com/v1/tracks/4R8BJggjosTswLxtkw8V7P,https://api.spotify.com/v1/audio-analysis/4R8BJggjosTswLxtkw8V7P,309120,4,82,Famouz
2TH65lNHgvLxCKXM3apjxI,Callaita,Bad Bunny,0.61,0.624,2,-4.773,1,0.309,0.6,2.12e-6,0.243,0.244,176.169,audio_features,spotify:track:2TH65lNHgvLxCKXM3apjxI,https://api.spotify.com/v1/tracks/2TH65lNHgvLxCKXM3apjxI,https://api.spotify.com/v1/audio-analysis/2TH65lNHgvLxCKXM3apjxI,250534,4,85,Callaita
6bLvfGI2XeU5DTl8feuNrk,Cómo estás,Ke Personajes,0.59,0.857,10,-1.986,0,0.0553,0.289,4.21e-6,0.0414,0.976,135.29,audio_features,spotify:track:6bLvfGI2XeU5DTl8feuNrk,https://api.spotify.com/v1/tracks/6bLvfGI2XeU5DTl8feuNrk,https://api.spotify.com/v1/audio-analysis/6bLvfGI2XeU5DTl8feuNrk,227396,3,68,Cómo estás
6v3KW9xbzN5yKLt9YKDYA2,Señorita,Shawn Mendes,0.759,0.548,9,-6.049,0,0.029,0.0392,0,0.0828,0.749,116.967,audio_features,spotify:track:6v3KW9xbzN5yKLt9YKDYA2,https://api.spotify.com/v1/tracks/6v3KW9xbzN5yKLt9YKDYA2,https://api.spotify.com/v1/audio-analysis/6v3KW9xbzN5yKLt9YKDYA2,190800,4,83,Shawn Mendes (Deluxe)
2UAWYufVaO3EnUUNzl0ppO,CANGURO,WOS,0.602,0.751,1,-4.358,1,0.327,0.173,0,0.667,0.934,163.874,audio_features,spotify:track:2UAWYufVaO3EnUUNzl0ppO,https://api.spotify.com/v1/tracks/2UAWYufVaO3EnUUNzl0ppO,https://api.spotify.com/v1/audio-analysis/2UAWYufVaO3EnUUNzl0ppO,196745,4,68,Caravana
4t9a07PAghtQMRAIP9FQ7Z,Soltera - Remix,Lunay,0.795,0.783,5,-4.271,1,0.0432,0.361,0,0.437,0.8,92.016,audio_features,spotify:track:4t9a07PAghtQMRAIP9FQ7Z,https://api.spotify.com/v1/tracks/4t9a07PAghtQMRAIP9FQ7Z,https://api.spotify.com/v1/audio-analysis/4t9a07PAghtQMRAIP9FQ7Z,266087,4,73,Épico
7BlBVFwvbWvcwNcUarQmjk,"Yo x Ti, Tu x Mi",ROSALÍA,0.78,0.759,1,-3.292,1,0.225,0.462,8.68e-4,0.143,0.579,91.952,audio_features,spotify:track:7BlBVFwvbWvcwNcUarQmjk,https://api.spotify.com/v1/tracks/7BlBVFwvbWvcwNcUarQmjk,https://api.spotify.com/v1/audio-analysis/7BlBVFwvbWvcwNcUarQmjk,201040,4,81,"Yo x Ti, Tu x Mi"
4bTZeO72FwMa6wKOiqoynL,Otro Trago - Remix,Sech,0.725,0.79,0,-2.331,1,0.197,0.0711,1.14e-6,0.0602,0.763,175.988,audio_features,spotify:track:4bTZeO72FwMa6wKOiqoynL,https://api.spotify.com/v1/tracks/4bTZeO72FwMa6wKOiqoynL,https://api.spotify.com/v1/audio-analysis/4bTZeO72FwMa6wKOiqoynL,287773,4,81,Otro Trago (Remix)
09nSCeCs6eYfAIJVfye1CE,Oye,TINI,0.683,0.51,7,-7.894,0,0.0646,0.447,0,0.175,0.255,95.08,audio_features,spotify:track:09nSCeCs6eYfAIJVfye1CE,https://api.spotify.com/v1/tracks/09nSCeCs6eYfAIJVfye1CE,https://api.spotify.com/v1/audio-analysis/09nSCeCs6eYfAIJVfye1CE,173021,4,74,Oye
59s0s39NFWScuHDbHytI14,Indeciso,Reik,0.738,0.748,0,-4.902,1,0.0453,0.182,0,0.11,0.896,94.949,audio_features,spotify:track:59s0s39NFWScuHDbHytI14,https://api.spotify.com/v1/tracks/59s0s39NFWScuHDbHytI14,https://api.spotify.com/v1/audio-analysis/59s0s39NFWScuHDbHytI14,217253,4,80,Indeciso
2rc7BkzO8qepMFAxHtOrXc,Blanco,J Balvin,0.87,0.706,9,-5.395,0,0.126,0.0253,0.0063,0.0872,0.593,100.013,audio_features,spotify:track:2rc7BkzO8qepMFAxHtOrXc,https://api.spotify.com/v1/tracks/2rc7BkzO8qepMFAxHtOrXc,https://api.spotify.com/v1/audio-analysis/2rc7BkzO8qepMFAxHtOrXc,145800,4,79,Blanco
66YgptYp9124vxw9yFsIGn,No Dijeron Nada,Oscu,0.702,0.705,1,-5.257,0,0.047,0.0769,0,0.509,0.906,114.962,audio_features,spotify:track:66YgptYp9124vxw9yFsIGn,https://api.spotify.com/v1/tracks/66YgptYp9124vxw9yFsIGn,https://api.spotify.com/v1/audio-analysis/66YgptYp9124vxw9yFsIGn,186783,4,68,No Dijeron Nada
2qG5sZ7Si6sdK74qLxedYM,Con Altura,ROSALÍA,0.882,0.689,6,-4.027,1,0.124,0.39,0.00325,0.0501,0.746,97.963,audio_features,spotify:track:2qG5sZ7Si6sdK74qLxedYM,https://api.spotify.com/v1/tracks/2qG5sZ7Si6sdK74qLxedYM,https://api.spotify.com/v1/audio-analysis/2qG5sZ7Si6sdK74qLxedYM,161627,4,81,Con Altura
07L6tEZIfCX3GZAWCpGj0e,22,TINI,0.704,0.643,1,-4.705,0,0.0903,0.00807,0,0.0895,0.806,176.038,audio_features,spotify:track:07L6tEZIfCX3GZAWCpGj0e,https://api.spotify.com/v1/tracks/07L6tEZIfCX3GZAWCpGj0e,https://api.spotify.com/v1/audio-analysis/07L6tEZIfCX3GZAWCpGj0e,159188,4,69,22
684EjRHwNsZQ9hCQxL4NYL,"El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)",Dímelo Flow,0.747,0.647,9,-3.234,1,0.0737,0.113,0,0.112,0.478,87.988,audio_features,spotify:track:684EjRHwNsZQ9hCQxL4NYL,https://api.spotify.com/v1/tracks/684EjRHwNsZQ9hCQxL4NYL,https://api.spotify.com/v1/audio-analysis/684EjRHwNsZQ9hCQxL4NYL,233113,4,74,"El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)"
6MIulZ9FG6Td02EpvFC5ZL,Soy Sabalero,Los Palmeras,0.781,0.854,9,-4.918,0,0.0564,0.0839,0,0.078,0.845,132.081,audio_features,spotify:track:6MIulZ9FG6Td02EpvFC5ZL,https://api.spotify.com/v1/tracks/6MIulZ9FG6Td02EpvFC5ZL,https://api.spotify.com/v1/audio-analysis/6MIulZ9FG6Td02EpvFC5ZL,179583,4,61,Soy Sabalero
6WrI0LAC5M1Rw2MnX2ZvEg,Don't Start Now,Dua Lipa,0.794,0.793,11,-4.521,0,0.0842,0.0125,0,0.0952,0.677,123.941,audio_features,spotify:track:6WrI0LAC5M1Rw2MnX2ZvEg,https://api.spotify.com/v1/tracks/6WrI0LAC5M1Rw2MnX2ZvEg,https://api.spotify.com/v1/audio-analysis/6WrI0LAC5M1Rw2MnX2ZvEg,183290,4,93,Don't Start Now
7anSoGdgtmJTAPZBzcPhO6,Cuaderno,Dalex,0.681,0.648,1,-5.021,0,0.38,0.524,0,0.104,0.687,172.019,audio_features,spotify:track:7anSoGdgtmJTAPZBzcPhO6,https://api.spotify.com/v1/tracks/7anSoGdgtmJTAPZBzcPhO6,https://api.spotify.com/v1/audio-analysis/7anSoGdgtmJTAPZBzcPhO6,286507,4,77,Climaxxx
2S93hylQBYLndMnaJuso8S,"Nicki Nicole: Bzrp Music Sessions, Vol. 13",Bizarrap,0.81,0.471,8,-5.047,1,0.0496,0.00554,1.97e-4,0.134,0.391,75.003,audio_features,spotify:track:2S93hylQBYLndMnaJuso8S,https://api.spotify.com/v1/tracks/2S93hylQBYLndMnaJuso8S,https://api.spotify.com/v1/audio-analysis/2S93hylQBYLndMnaJuso8S,143292,4,73,"Nicki Nicole: Bzrp Music Sessions, Vol. 13"
08ilexedmUuccTWTeK7Dvb,"John C: Bzrp Music Sessions, Vol. 18",Bizarrap,0.698,0.714,11,-6.178,1,0.367,0.368,0,0.0824,0.864,112.856,audio_features,spotify:track:08ilexedmUuccTWTeK7Dvb,https://api.spotify.com/v1/tracks/08ilexedmUuccTWTeK7Dvb,https://api.spotify.com/v1/audio-analysis/08ilexedmUuccTWTeK7Dvb,133692,3,66,"John C: Bzrp Music Sessions, Vol. 18"
5uHAzGa4d9j35DEbhUwGhi,MELÓN VINO,WOS,0.62,0.741,4,-6.081,1,0.137,0.531,2.92e-5,0.156,0.353,140.04,audio_features,spotify:track:5uHAzGa4d9j35DEbhUwGhi,https://api.spotify.com/v1/tracks/5uHAzGa4d9j35DEbhUwGhi,https://api.spotify.com/v1/audio-analysis/5uHAzGa4d9j35DEbhUwGhi,176395,4,70,Caravana
7g8YaUQABMal0zWe7a2ijz,Pa Mí - Remix,Dalex,0.688,0.62,11,-8.029,0,0.22,0.753,5.27e-6,0.158,0.727,170.018,audio_features,spotify:track:7g8YaUQABMal0zWe7a2ijz,https://api.spotify.com/v1/tracks/7g8YaUQABMal0zWe7a2ijz,https://api.spotify.com/v1/audio-analysis/7g8YaUQABMal0zWe7a2ijz,360960,4,80,Climaxxx
5jW3rF4URMdK7tO2xjS5EI,Tal Vez,Paulo Londra,0.855,0.649,8,-2.443,1,0.151,0.25,0,0.0801,0.741,161.986,audio_features,spotify:track:5jW3rF4URMdK7tO2xjS5EI,https://api.spotify.com/v1/tracks/5jW3rF4URMdK7tO2xjS5EI,https://api.spotify.com/v1/audio-analysis/5jW3rF4URMdK7tO2xjS5EI,263899,4,75,Homerun
7KbF6AdprOXEEHlsq11Z6d,11 PM,Maluma,0.777,0.712,10,-4.84,1,0.277,0.217,0,0.091,0.68,95.692,audio_features,spotify:track:7KbF6AdprOXEEHlsq11Z6d,https://api.spotify.com/v1/tracks/7KbF6AdprOXEEHlsq11Z6d,https://api.spotify.com/v1/audio-analysis/7KbF6AdprOXEEHlsq11Z6d,175733,4,81,11:11
4SJHHpKhcuXwDsCsPqshXj,El Efecto,Rauw Alejandro,0.849,0.781,0,-4.635,0,0.159,0.406,0,0.0801,0.893,84.041,audio_features,spotify:track:4SJHHpKhcuXwDsCsPqshXj,https://api.spotify.com/v1/tracks/4SJHHpKhcuXwDsCsPqshXj,https://api.spotify.com/v1/audio-analysis/4SJHHpKhcuXwDsCsPqshXj,217143,4,86,El Efecto
5iwz1NiezX7WWjnCgY5TH4,Calma - Remix,Pedro Capó,0.826,0.773,11,-4.218,0,0.0524,0.323,0,0.143,0.761,126.899,audio_features,spotify:track:5iwz1NiezX7WWjnCgY5TH4,https://api.spotify.com/v1/tracks/5iwz1NiezX7WWjnCgY5TH4,https://api.spotify.com/v1/audio-analysis/5iwz1NiezX7WWjnCgY5TH4,238200,4,82,Calma (Remix)
40rXWke6SnXiGkSmaT8ZUr,Fantasía,Ozuna,0.695,0.719,2,-5.938,1,0.0903,0.227,1.71e-4,0.0884,0.781,180.074,audio_features,spotify:track:40rXWke6SnXiGkSmaT8ZUr,https://api.spotify.com/v1/tracks/40rXWke6SnXiGkSmaT8ZUr,https://api.spotify.com/v1/audio-analysis/40rXWke6SnXiGkSmaT8ZUr,175187,4,74,Nibiru
1tpbAGsGpZee5jDHMcLrUJ,Bellaquita,Dalex,0.584,0.698,8,-3.961,1,0.106,0.09,6.87e-5,0.171,0.765,166.047,audio_features,spotify:track:1tpbAGsGpZee5jDHMcLrUJ,https://api.spotify.com/v1/tracks/1tpbAGsGpZee5jDHMcLrUJ,https://api.spotify.com/v1/audio-analysis/1tpbAGsGpZee5jDHMcLrUJ,204787,4,76,Bellaquita
0wMs7DPFOnToNAoecvAFQc,Uniforme,Rich Music LTD,0.739,0.863,9,-3.667,1,0.139,0.0656,0,0.254,0.773,173.946,audio_features,spotify:track:0wMs7DPFOnToNAoecvAFQc,https://api.spotify.com/v1/tracks/0wMs7DPFOnToNAoecvAFQc,https://api.spotify.com/v1/audio-analysis/0wMs7DPFOnToNAoecvAFQc,279280,4,72,The Academy
7fODjB7BrQTGqh0hogW6XD,Que Mas Pues - Remix,Justin Quiles,0.648,0.661,11,-5.027,1,0.195,0.121,2.33e-6,0.12,0.813,113.363,audio_features,spotify:track:7fODjB7BrQTGqh0hogW6XD,https://api.spotify.com/v1/tracks/7fODjB7BrQTGqh0hogW6XD,https://api.spotify.com/v1/audio-analysis/7fODjB7BrQTGqh0hogW6XD,305962,5,77,Sueños
3CACzG9I3AoKUKA3ODE5zW,Me Vas a Extrañar - En Vivo,Damas Gratis,0.419,0.809,11,-4.596,1,0.0357,0.323,0,0.699,0.635,88.418,audio_features,spotify:track:3CACzG9I3AoKUKA3ODE5zW,https://api.spotify.com/v1/tracks/3CACzG9I3AoKUKA3ODE5zW,https://api.spotify.com/v1/audio-analysis/3CACzG9I3AoKUKA3ODE5zW,238528,4,66,Me Vas a Extrañar (En Vivo)
5w9c2J52mkdntKOmRLeM2m,Con Calma,Daddy Yankee,0.737,0.86,8,-2.652,0,0.0593,0.11,1.94e-6,0.0574,0.656,93.989,audio_features,spotify:track:5w9c2J52mkdntKOmRLeM2m,https://api.spotify.com/v1/tracks/5w9c2J52mkdntKOmRLeM2m,https://api.spotify.com/v1/audio-analysis/5w9c2J52mkdntKOmRLeM2m,193227,4,83,Con Calma
2EEmzqzM70CybVspgM7YRT,La Boca - Remix,Mau y Ricky,0.691,0.773,11,-3.812,0,0.0355,0.236,0,0.329,0.85,92.992,audio_features,spotify:track:2EEmzqzM70CybVspgM7YRT,https://api.spotify.com/v1/tracks/2EEmzqzM70CybVspgM7YRT,https://api.spotify.com/v1/audio-analysis/2EEmzqzM70CybVspgM7YRT,188468,4,77,La Boca (Remix)
6K5BsR04ijf3FHNzjbaagD,Si Se Da - Remix,Myke Towers,0.817,0.672,11,-5.612,0,0.299,0.441,0,0.13,0.774,93.999,audio_features,spotify:track:6K5BsR04ijf3FHNzjbaagD,https://api.spotify.com/v1/tracks/6K5BsR04ijf3FHNzjbaagD,https://api.spotify.com/v1/audio-analysis/6K5BsR04ijf3FHNzjbaagD,332240,4,79,Si Se da Remix
56f5qnyAlZdlz8wrUDA50h,Desconocidos,Mau y Ricky,0.719,0.753,7,-4.891,1,0.179,0.118,4.21e-6,0.212,0.675,174.107,audio_features,spotify:track:56f5qnyAlZdlz8wrUDA50h,https://api.spotify.com/v1/tracks/56f5qnyAlZdlz8wrUDA50h,https://api.spotify.com/v1/audio-analysis/56f5qnyAlZdlz8wrUDA50h,204564,4,76,Para Aventuras y Curiosidades
1G2CAJeP7rCwOZjlSJ0Zw3,Que Calor (with J Balvin & El Alfa),Major Lazer,0.795,0.885,8,-4.129,1,0.0716,0.0372,0.00754,0.285,0.46,126.038,audio_features,spotify:track:1G2CAJeP7rCwOZjlSJ0Zw3,https://api.spotify.com/v1/tracks/1G2CAJeP7rCwOZjlSJ0Zw3,https://api.spotify.com/v1/audio-analysis/1G2CAJeP7rCwOZjlSJ0Zw3,169998,4,49,Que Calor (with J Balvin & El Alfa)
132ALUzVLmqYB4UsBj5qD6,Adan y Eva,Paulo Londra,0.767,0.709,1,-4.47,1,0.336,0.323,0,0.0745,0.72,171.993,audio_features,spotify:track:132ALUzVLmqYB4UsBj5qD6,https://api.spotify.com/v1/tracks/132ALUzVLmqYB4UsBj5qD6,https://api.spotify.com/v1/audio-analysis/132ALUzVLmqYB4UsBj5qD6,256972,4,72,Homerun
3trowLiYwwOoiwapLISNyk,No Te Creas Tan Importante - En Vivo,Damas Gratis,0.302,0.758,5,-5.273,1,0.0424,0.202,0,0.881,0.669,174.704,audio_features,spotify:track:3trowLiYwwOoiwapLISNyk,https://api.spotify.com/v1/tracks/3trowLiYwwOoiwapLISNyk,https://api.spotify.com/v1/audio-analysis/3trowLiYwwOoiwapLISNyk,239760,4,64,No Te Creas Tan Importante (En Vivo)
0blWPYAfbvpRLVHUcmqmmj,FRESCO,WOS,0.782,0.807,0,-4.689,0,0.162,0.441,1.34e-6,0.1,0.806,108.056,audio_features,spotify:track:0blWPYAfbvpRLVHUcmqmmj,https://api.spotify.com/v1/tracks/0blWPYAfbvpRLVHUcmqmmj,https://api.spotify.com/v1/audio-analysis/0blWPYAfbvpRLVHUcmqmmj,170302,4,68,Caravana
4LRYdLim72NkkWlBBgKOZG,El efecto - Remix,DJ Alex,0.707,0.736,0,-5.605,0,0.0714,0.0548,0.00309,0.0661,0.938,204.043,audio_features,spotify:track:4LRYdLim72NkkWlBBgKOZG,https://api.spotify.com/v1/tracks/4LRYdLim72NkkWlBBgKOZG,https://api.spotify.com/v1/audio-analysis/4LRYdLim72NkkWlBBgKOZG,157803,4,38,El efecto (Remix)
25ZAibhr3bdlMCLmubZDVt,QUE PRETENDES,J Balvin,0.639,0.791,10,-4.443,0,0.253,0.0275,0,0.362,0.939,92.603,audio_features,spotify:track:25ZAibhr3bdlMCLmubZDVt,https://api.spotify.com/v1/tracks/25ZAibhr3bdlMCLmubZDVt,https://api.spotify.com/v1/audio-analysis/25ZAibhr3bdlMCLmubZDVt,222347,4,80,OASIS
4PJ3umtW1aWdfh5EITHc6T,Te Robaré,Nicky Jam,0.673,0.752,2,-3.572,0,0.0561,0.241,4.51e-5,0.0813,0.797,175.997,audio_features,spotify:track:4PJ3umtW1aWdfh5EITHc6T,https://api.spotify.com/v1/tracks/4PJ3umtW1aWdfh5EITHc6T,https://api.spotify.com/v1/audio-analysis/4PJ3umtW1aWdfh5EITHc6T,201818,4,78,Intimo
0cXGtTRfQKSHojilCoBAOd,Olvídala,Los Palmeras,0.77,0.686,2,-5.187,1,0.0455,0.308,0,0.274,0.517,132.008,audio_features,spotify:track:0cXGtTRfQKSHojilCoBAOd,https://api.spotify.com/v1/tracks/0cXGtTRfQKSHojilCoBAOd,https://api.spotify.com/v1/audio-analysis/0cXGtTRfQKSHojilCoBAOd,290120,4,63,Voló La Paloma/Un Toque Diferente
